mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_shrinkage,param_solver,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.20269389152526857,0.023077281638890605,0.01056830883026123,0.0020818745878298903,,svd,0.0001,"{'shrinkage': None, 'solver': 'svd', 'tol': 0.0001}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.22920067310333253,0.03146808387256704,0.014224672317504882,0.007649523176804839,,svd,0.001,"{'shrinkage': None, 'solver': 'svd', 'tol': 0.001}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.20476136207580567,0.021031316235975903,0.006810116767883301,0.0023921725634365987,,svd,0.01,"{'shrinkage': None, 'solver': 'svd', 'tol': 0.01}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.2091914653778076,0.024550850652241687,0.005687904357910156,0.0011234273013918036,,svd,1e-05,"{'shrinkage': None, 'solver': 'svd', 'tol': 1e-05}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.20742204189300537,0.01220745190367352,0.006734871864318847,0.001202814285748652,,svd,1e-06,"{'shrinkage': None, 'solver': 'svd', 'tol': 1e-06}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.1094843864440918,0.011436791935334523,0.006569266319274902,0.0025899886800742605,,lsqr,0.0001,"{'shrinkage': None, 'solver': 'lsqr', 'tol': 0.0001}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.12012531757354736,0.024379326187723708,0.005262517929077148,0.0010770099613721666,,lsqr,0.001,"{'shrinkage': None, 'solver': 'lsqr', 'tol': 0.001}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.10497417449951171,0.0143612655116866,0.005661201477050781,0.0008120127282313601,,lsqr,0.01,"{'shrinkage': None, 'solver': 'lsqr', 'tol': 0.01}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.1144906997680664,0.02080586109071748,0.006115031242370605,0.0009823285311160853,,lsqr,1e-05,"{'shrinkage': None, 'solver': 'lsqr', 'tol': 1e-05}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
0.10630993843078614,0.009888614024023135,0.005560660362243652,0.000934993721222678,,lsqr,1e-06,"{'shrinkage': None, 'solver': 'lsqr', 'tol': 1e-06}",0.7740109496452466,0.7859520310089058,0.6635078409831636,0.5307817739498107,0.7730262674084312,0.7607682413125116,0.5613522964670051,0.6695155904728791,0.6645377865730056,0.7697425764873863,0.6953195354308346,0.08826804964008916,21
