mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_components_meal,param_n_components_nonmeal,param_n_mix_meal,param_n_mix_nonmeal,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.123885440826416,0.20967948224364097,70.87115125656128,2.952411348185445,1,1,1,1,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 1, 'n_mix_nonmeal': 1}",0.7713360285315813,0.7802518091420294,0.5497882286729001,0.61763843421564,0.6848030019455336,0.6807635005015368,0.08860803551145834,509
20.42162957191467,2.273666958578288,78.81026372909545,3.037685562138343,1,1,1,3,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 1, 'n_mix_nonmeal': 3}",0.9093791250804801,0.7970819487154305,0.5562453486961769,0.7378032583136647,0.8787085546917319,0.7758436470994969,0.1253271418246733,162
35.31635484695435,1.4976484094997837,83.17607407569885,4.700328429902408,1,1,1,5,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 1, 'n_mix_nonmeal': 5}",0.6656695214216573,0.7734299405931997,0.5671608219421267,0.645539887584232,0.8294936963298156,0.6962587735742062,0.09368171915553382,489
48.29498586654663,2.107631910530526,88.27257790565491,4.904938143307942,1,1,1,7,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 1, 'n_mix_nonmeal': 7}",0.7180948643826479,0.6649955774436973,0.5469498310365152,0.690877226858344,0.7530990800246355,0.674803315949168,0.07029290261292014,514
61.01240220069885,3.6091302726656598,98.40337629318238,6.336943841816753,1,1,1,9,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 1, 'n_mix_nonmeal': 9}",0.5296486086493032,0.7303962903282296,0.5499147261630035,0.653987198498288,0.6556986038442176,0.6239290854966084,0.07431687810994006,540
7.447602128982544,0.8741679510903804,86.59447979927063,6.563311708851902,1,1,3,1,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 3, 'n_mix_nonmeal': 1}",0.36723982948222256,0.5891120368796936,0.48366546353337503,0.4420814033766878,0.5144886296312531,0.47931747258064644,0.07383587826454119,598
27.890237474441527,2.4806598951002354,95.45400414466857,3.5825730356542365,1,1,3,3,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 3, 'n_mix_nonmeal': 3}",0.8715457647835306,0.7767639523400538,0.5663263849961433,0.8171069795204489,0.746488591611056,0.7556463346502464,0.10351999820766808,311
40.053081560134885,2.195488618732138,97.73555226325989,3.84677790323506,1,1,3,5,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 3, 'n_mix_nonmeal': 5}",0.8291079066027698,0.8354181206492368,0.5918915835966362,0.752736282229933,0.8128243154850354,0.7643956417127222,0.09107227560009618,255
59.85836181640625,5.935395631761904,107.62997822761535,1.6472441126364792,1,1,3,7,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 3, 'n_mix_nonmeal': 7}",0.8337835424187596,0.797002629937225,0.6042969175179066,0.7566497828953815,0.8375788633471719,0.7658623472232889,0.08592383146323603,244
61.68492159843445,4.134495764127448,121.80218377113343,8.217807730892908,1,1,3,9,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 3, 'n_mix_nonmeal': 9}",0.8205773664894581,0.7943013590196655,0.6459570134368424,0.7215926124797638,0.7673783294158775,0.7499613361683215,0.061445417484317234,345
8.811522674560546,0.44721830314383143,109.06503639221191,5.463319576463189,1,1,5,1,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 5, 'n_mix_nonmeal': 1}",0.2851283586997392,0.32398503071126505,0.48011133394508854,0.3846105875959126,0.2961803507773915,0.3540031323458793,0.07187265094086862,604
24.434358739852904,2.1486297461974644,123.91631288528443,6.462381803655579,1,1,5,3,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 5, 'n_mix_nonmeal': 3}",0.8318605908001451,0.7988555108829731,0.5748830216927061,0.7504235365758523,0.6725818373679631,0.7257208994639279,0.09252064746380721,439
35.55936241149902,0.5432195176884337,133.87011437416078,5.427762602954106,1,1,5,5,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 5, 'n_mix_nonmeal': 5}",0.8105994423056395,0.8200150243891661,0.5947460392044963,0.7018619383246106,0.7605510023306907,0.7375546893109206,0.08286417347921732,398
56.37542567253113,5.084400625666923,138.5768617630005,10.945359885637936,1,1,5,7,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 5, 'n_mix_nonmeal': 7}",0.8438504107759339,0.8206239405059372,0.6058597498493117,0.7687709753712806,0.7939915125869703,0.7666193178178867,0.08423615181300705,233
75.77556071281433,4.107391367859504,144.84210953712463,11.211050263286912,1,1,5,9,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 5, 'n_mix_nonmeal': 9}",0.8535642837078277,0.8379512832378511,0.6237183039479504,0.7660887577540473,0.7592538814297141,0.7681153020154781,0.08137778253664335,226
15.368853425979614,0.5818894760697823,132.0976200580597,4.263190073819992,1,1,7,1,"{'n_components_meal': 1, 'n_components_nonmeal': 1, 'n_mix_meal': 7, 'n_mix_nonmeal': 1}",0.19384471707000997,0.3528786400713779,0.4566319917957724,0.40265167282390224,0.226216962258659,0.3264447968039443,0.10107753630310899,607
